15028;15;Мультимедиа;music-kino.png;0
15029;15;Бельё;underwear.png;0
15030;15;Музыкальные магазины;music-kino.png;0
15031;15;Сад, огород;sad_s.png;0
15032;15;Ортопедические салоны;ort_s.png;0
15033;15;Инструменты;tool.png;0
15034;15;Меха;shopping-fur.png;0
15035;15;Цифровая техника;zif_s.png;0
15036;15;Гипермаркеты;shop.png;0
15037;15;Моллы;shop.png;0
15038;15;Интим-магазины;shopping-intim.png;0
15039;15;Продукты;shopping-food.png;0
15040;15;Часы;shopping-watch.png;0
15041;15;Специализированные магазины;shop.png;0
15042;15;Секонд-хенд;shop.png;0
15043;15;Хобби, творчество;shop.png;0
16001;16;Школы;education.png;0
16002;16;Высшее профессиональное;education_vuz.png;0
16003;16;Детские сады;baby_ob.png;0
16004;16;Среднее профессиональное;education.png;0
16006;16;Начальное профессиональное;education_vuz.png;0
16007;16;Военное образование;education.png;0
16008;16;Научные учреждения;nauka.png;0
